date,lastSyncTime,deepSleepTime,shallowSleepTime,wakeTime,start,stop
2019-11-30,1575256876,0,0,0,1574964900,1574964900
2019-12-01,1575781430,197,318,0,1575126900,1575157800
2019-12-02,1575781430,0,0,0,1575137700,1575137700
2019-12-03,1575781428,0,0,0,1575224100,1575224100
2019-12-04,1575781427,142,225,0,1575398100,1575420120
2019-12-05,1575781429,0,0,0,1575396900,1575396900
2019-12-06,1575781428,0,0,0,1575483300,1575483300
2019-12-07,1575781427,0,0,0,1575569700,1575569700
2019-12-08,1575806164,0,0,0,1575656100,1575656100
2019-11-30,1575256876,0,0,0,1574964900,1574964900
2019-12-01,1575781430,197,318,0,1575126900,1575157800
2019-12-02,1575781430,0,0,0,1575137700,1575137700
2019-12-03,1575781428,0,0,0,1575224100,1575224100
2019-12-04,1575781427,142,225,0,1575398100,1575420120
2019-12-05,1575781429,0,0,0,1575396900,1575396900
2019-12-06,1575781428,0,0,0,1575483300,1575483300
2019-12-07,1575781427,0,0,0,1575569700,1575569700
2019-12-08,1575806164,0,0,0,1575656100,1575656100
