Date,heartrate
2/21/2020,69
2/22/2020,78
2/23/2020,74
2/24/2020,68
2/25/2020,75
2/26/2020,74
2/27/2020,69
2/28/2020,68
2/29/2020,79
3/1/2020,77
3/2/2020,77
3/3/2020,76
3/4/2020,76
3/5/2020,72
3/6/2020,77
